Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pruebas seguridad,Chrome 96.0.4664.110,,,2021-12-29 12:45:23,2021-12-29 12:47:38,"2m - 14,356s",FAILED
,,,,,,,
"Test Cases/6.1-Pruebas_Seguridad/6.1.1-Crear_Usuario,_contraseña,_Accesos_Particulares",Chrome 96.0.4664.110,,,2021-12-29 12:45:24,2021-12-29 12:46:10,"46,535s",FAILED
today = new java.util.Date(),Chrome 96.0.4664.110,,,2021-12-29 12:45:24,2021-12-29 12:45:24,"0,010s",PASSED
"todaysDate = today.format(""dd/MM/yyyy HH:mm"")",Chrome 96.0.4664.110,,,2021-12-29 12:45:24,2021-12-29 12:45:24,"0,002s",PASSED
random_double = Math.random() * 9999 + 999,Chrome 96.0.4664.110,,,2021-12-29 12:45:24,2021-12-29 12:45:24,"0,016s",PASSED
random_double = Math.round(random_double * 1000),Chrome 96.0.4664.110,,,2021-12-29 12:45:24,2021-12-29 12:45:24,"0,002s",PASSED
"identificacion = toString().replace("".0"", """")",Chrome 96.0.4664.110,,,2021-12-29 12:45:24,2021-12-29 12:45:24,"0,002s",PASSED
"callTestCase(findTestCase(""Utilidades-(atajos_para _tareas)/Login_Seguridad/Login-Seguridad""), [:], STOP_ON_FAILURE)",Chrome 96.0.4664.110,,,2021-12-29 12:45:24,2021-12-29 12:45:33,"9,154s",PASSED
"setText(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/input_Usuario_form_templatej_idt24_input""), ""Usuario"")",Chrome 96.0.4664.110,,,2021-12-29 12:45:33,2021-12-29 12:45:34,"0,696s",PASSED
"click(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/span_Usuario""))",Chrome 96.0.4664.110,,,2021-12-29 12:45:34,2021-12-29 12:45:36,"1,492s",PASSED
"if (waitForElementVisible(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/span_Pruebas Katalon""), 1))",Chrome 96.0.4664.110,,,2021-12-29 12:45:36,2021-12-29 12:46:10,"34,637s",PASSED
,,,,,,,
Test Cases/6.1-Pruebas_Seguridad/6.1.2-Crear_Rol_y_Acceso_Roles,Chrome 96.0.4664.110,,,2021-12-29 12:46:10,2021-12-29 12:46:55,"45,054s",FAILED
"callTestCase(findTestCase(""Utilidades-(atajos_para _tareas)/Login_Seguridad/Login-Seguridad""), [:], STOP_ON_FAILURE)",Chrome 96.0.4664.110,,,2021-12-29 12:46:11,2021-12-29 12:46:17,"6,291s",PASSED
"setText(findTestObject(""Modulo Pruebas Seguridad/Crear_Rol_y_Acceso_Roles/input_Usuario_form_templatej_idt24_input""), ""Roles"")",Chrome 96.0.4664.110,,,2021-12-29 12:46:17,2021-12-29 12:46:18,"0,674s",PASSED
"click(findTestObject(""Modulo Pruebas Seguridad/Crear_Rol_y_Acceso_Roles/li_Roles""))",Chrome 96.0.4664.110,,,2021-12-29 12:46:18,2021-12-29 12:46:19,"1,453s",PASSED
"setText(findTestObject(""Modulo Pruebas Seguridad/Crear_Rol_y_Acceso_Roles/input_Portal_formj_idt61""), ""pruebas katalon"")",Chrome 96.0.4664.110,,,2021-12-29 12:46:19,2021-12-29 12:46:20,"1,348s",PASSED
"sendKeys(findTestObject(""Modulo Pruebas Seguridad/Crear_Rol_y_Acceso_Roles/input_Portal_formj_idt61""), Keys.chord(ENTER))",Chrome 96.0.4664.110,,,2021-12-29 12:46:20,2021-12-29 12:46:21,"0,790s",PASSED
"if (waitForElementVisible(findTestObject(""Modulo Pruebas Seguridad/Crear_Rol_y_Acceso_Roles/td_Pruebas katalon""), 1))",Chrome 96.0.4664.110,,,2021-12-29 12:46:21,2021-12-29 12:46:55,"34,110s",PASSED
,,,,,,,
Test Cases/6.1-Pruebas_Seguridad/6.1.6-Crear_Empresa,Chrome 96.0.4664.110,,,2021-12-29 12:46:55,2021-12-29 12:47:38,"42,439s",FAILED
"callTestCase(findTestCase(""Utilidades-(atajos_para _tareas)/Login_Seguridad/Login-Seguridad""), [:], STOP_ON_FAILURE)",Chrome 96.0.4664.110,,,2021-12-29 12:46:56,2021-12-29 12:47:02,"6,013s",PASSED
"setText(findTestObject(""Modulo Pruebas Seguridad/Crear_Empresa/input_ADMINISTRADOR DEL SISTEMA - SARA_form_templatej_idt24_input""), ""Empresa"")",Chrome 96.0.4664.110,,,2021-12-29 12:47:02,2021-12-29 12:47:02,"0,675s",PASSED
"click(findTestObject(""Modulo Pruebas Seguridad/Crear_Empresa/span_Empresa""))",Chrome 96.0.4664.110,,,2021-12-29 12:47:02,2021-12-29 12:47:04,"1,462s",PASSED
"waitForElementVisible(findTestObject(""Modulo Pruebas Seguridad/Crear_Empresa/td_Pruebas katalon""), 0)",Chrome 96.0.4664.110,,,2021-12-29 12:47:04,2021-12-29 12:47:05,"0,925s",PASSED
"click(findTestObject(""Modulo Pruebas Seguridad/Crear_Empresa/td_Pruebas katalon""))",Chrome 96.0.4664.110,,,2021-12-29 12:47:05,2021-12-29 12:47:05,"0,383s",PASSED
"click(findTestObject(""Modulo Pruebas Seguridad/Crear_Empresa/a_Eliminar""))",Chrome 96.0.4664.110,,,2021-12-29 12:47:05,2021-12-29 12:47:07,"1,352s",PASSED
"click(findTestObject(""Modulo Pruebas Seguridad/Crear_Empresa/a_link_aceptar""))",Chrome 96.0.4664.110,,,2021-12-29 12:47:07,2021-12-29 12:47:38,"31,263s",FAILED
