Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
6-Pruebas_seguridad,Chrome 98.0.4758.102,,,2022-02-21 15:40:31,2022-02-21 15:41:47,"1m - 16,411s",PASSED
,,,,,,,
"Test Cases/6.1-Pruebas_Seguridad/6.1.1-Crear_Usuario,_contraseña,_Accesos_Particulares",Chrome 98.0.4758.102,,,2022-02-21 15:40:31,2022-02-21 15:41:04,"32,364s",PASSED
today = new java.util.Date(),Chrome 98.0.4758.102,,,2022-02-21 15:40:32,2022-02-21 15:40:32,"0,011s",PASSED
"todaysDate = today.format(""dd/MM/yyyy HH:mm"")",Chrome 98.0.4758.102,,,2022-02-21 15:40:32,2022-02-21 15:40:32,"0,004s",PASSED
random_double = Math.random() * 9999 + 999,Chrome 98.0.4758.102,,,2022-02-21 15:40:32,2022-02-21 15:40:32,"0,020s",PASSED
random_double = Math.round(random_double * 1000),Chrome 98.0.4758.102,,,2022-02-21 15:40:32,2022-02-21 15:40:32,"0,002s",PASSED
"identificacion = toString().replace("".0"", """")",Chrome 98.0.4758.102,,,2022-02-21 15:40:32,2022-02-21 15:40:32,"0,002s",PASSED
"callTestCase(findTestCase(""Utilidades-(atajos_para _tareas)/Login_Seguridad/Login-Seguridad""), [:], STOP_ON_FAILURE)",Chrome 98.0.4758.102,,,2022-02-21 15:40:32,2022-02-21 15:40:40,"8,160s",PASSED
"setText(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/input_Usuario_form_templatej_idt24_input""), ""Usuario"")",Chrome 98.0.4758.102,,,2022-02-21 15:40:40,2022-02-21 15:40:41,"0,719s",PASSED
"click(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/span_Usuario""))",Chrome 98.0.4758.102,,,2022-02-21 15:40:41,2022-02-21 15:40:42,"1,509s",PASSED
"if (waitForElementVisible(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/span_Pruebas Katalon""), 1))",Chrome 98.0.4758.102,,,2022-02-21 15:40:42,2022-02-21 15:40:49,"7,070s",PASSED
"click(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/a_Nuevo""))",Chrome 98.0.4758.102,,,2022-02-21 15:40:49,2022-02-21 15:40:50,"0,511s",PASSED
"setText(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/input_Sesin_usuarioformatablogin""), todaysDate)",Chrome 98.0.4758.102,,,2022-02-21 15:40:50,2022-02-21 15:40:51,"1,050s",PASSED
"setText(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/input_Documento_usuarioformatabdocumento""), identificacion)",Chrome 98.0.4758.102,,,2022-02-21 15:40:51,2022-02-21 15:40:52,"0,684s",PASSED
"setText(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/input_Nombre_usuarioformatabnombre""), ""Pruebas Katalon"")",Chrome 98.0.4758.102,,,2022-02-21 15:40:52,2022-02-21 15:40:53,"0,807s",PASSED
"setText(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/input_Correo_usuarioformatabemail""), identificacion + ""noodle@gmail.com"")",Chrome 98.0.4758.102,,,2022-02-21 15:40:53,2022-02-21 15:40:53,"0,718s",PASSED
"click(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/label_Activo""))",Chrome 98.0.4758.102,,,2022-02-21 15:40:53,2022-02-21 15:40:54,"0,407s",PASSED
"selectOptionByIndex(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/select_-- Seleccione --Grupo a""), 1)",Chrome 98.0.4758.102,,,2022-02-21 15:40:54,2022-02-21 15:40:55,"0,971s",PASSED
"click(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/a_Guardar""))",Chrome 98.0.4758.102,,,2022-02-21 15:40:55,2022-02-21 15:40:55,"0,394s",PASSED
"click(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/a_Contrasea""))",Chrome 98.0.4758.102,,,2022-02-21 15:40:55,2022-02-21 15:40:56,"0,773s",PASSED
"setEncryptedText(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/input_Contrasea_usuarioformatabpasswordNuevo""), ""MkG4/TYiCFC3cb2driP7+Q=="")",Chrome 98.0.4758.102,,,2022-02-21 15:40:56,2022-02-21 15:40:56,"0,481s",PASSED
"setEncryptedText(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/input_Confirmar_usuarioformatabpasswordConfirma""), ""MkG4/TYiCFC3cb2driP7+Q=="")",Chrome 98.0.4758.102,,,2022-02-21 15:40:56,2022-02-21 15:40:57,"0,429s",PASSED
"click(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/a_Actualizar""))",Chrome 98.0.4758.102,,,2022-02-21 15:40:57,2022-02-21 15:40:57,"0,447s",PASSED
"click(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/a_Acceso Particular""))",Chrome 98.0.4758.102,,,2022-02-21 15:40:57,2022-02-21 15:40:58,"0,720s",PASSED
"selectOptionByIndex(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/select_Seleccione1ADMINISTRADORADMINISTRADOR_MASIVO""), 15)",Chrome 98.0.4758.102,,,2022-02-21 15:40:58,2022-02-21 15:40:59,"1,231s",PASSED
"selectOptionByIndex(findTestObject(""Modulo Pruebas Seguridad/Crear_Usuario,_contraseña,_Accesos_Particulares/select_SeleccioneEmpresa 1Empresa 1""), 1)",Chrome 98.0.4758.102,,,2022-02-21 15:40:59,2022-02-21 15:41:00,"1,003s",PASSED
